Demo_Task,Fiscal_Period,ESG_Record_ID,Linked_GL_Txn_ID,Entity,Cost_Center,Cost_Center_Name,ESG_Category,Account_Code,Account_Name,Supplier,Invoice_Number,PO_Number,Spend_AUD,Sustainability_KPI,KPI_Target,KPI_Actual,KPI_Attainment_Percent,Carbon_tCO2e,Renewable_Source_Percent,Supplier_ESG_Score,Working_Capital_Impact_AUD,Margin_Impact_Points,Misclassification_Flag,Leakage_Flag,Disclosure_Evidence_Status,Audit_Readiness,Recommended_Action,Approval_Required,Source_File_Target
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0800,TXN007008,AUS01,CORP,"Corporate Head Office","Sustainable packaging",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0800,PO-ESG-7427,115644.47,waste_kg_reduced,427.89,356.84,83.4,70.99,43.2,54,-14248.04,-0.48,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0801,TXN007009,AUS01,SA,"South Australia Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Origin Energy",BOB-ESG-0801,PO-ESG-6604,61303.02,supplier_score,125.45,112.90,90.0,491.09,34.0,85,6486.78,-0.55,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0802,TXN007010,AUS01,NT,"Northern Territory Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Carbon Neutral Pty Ltd",BOB-ESG-0802,PO-ESG-2523,5007.05,supplier_score,571.75,496.53,86.8,150.53,85.1,87,-30316.90,0.10,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0803,TXN007011,AUS01,VIC,"Victoria Operations","Energy usage",5110,Utilities,"Sustainable Packaging Co",BOB-ESG-0803,PO-ESG-9693,63592.09,waste_kg_reduced,979.59,1046.53,106.8,493.90,71.9,60,-6320.55,0.22,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0804,TXN007012,AUS01,R&D,"Research & Development","Carbon offsets",5300,"Professional Services","Climate Active Advisor",BOB-ESG-0804,PO-ESG-9940,81398.46,"tCO2e avoided",464.96,524.61,112.8,366.32,50.3,56,-36161.91,0.17,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0805,TXN007013,AUS01,NSW,"New South Wales Operations","Fleet emissions",5400,Travel,"Carbon Neutral Pty Ltd",BOB-ESG-0805,PO-ESG-6810,78266.18,audit_evidence_count,214.83,238.86,111.2,529.11,20.3,64,64472.58,0.27,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0806,TXN007014,AUS01,VIC,"Victoria Operations","Supplier ESG premium",6010,"Direct Materials","Sustainable Packaging Co",BOB-ESG-0806,PO-ESG-9594,57343.52,waste_kg_reduced,252.12,214.96,85.3,133.25,65.3,65,-21952.83,0.35,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0807,TXN007015,AUS01,NSW,"New South Wales Operations","Sustainable packaging",6010,"Direct Materials",EcoVadis,BOB-ESG-0807,PO-ESG-7191,119367.03,"tCO2e avoided",100.68,88.28,87.7,65.99,17.7,84,49136.38,-0.52,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0808,TXN007016,AUS01,HR,"Human Resources","Fleet emissions",5400,Travel,"Green Freight",BOB-ESG-0808,PO-ESG-2732,104055.96,"tCO2e avoided",533.34,363.72,68.2,145.00,59.8,61,70360.01,-0.15,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0809,TXN007017,AUS01,OPS,"Operations & Logistics","Renewable sourcing premium",6000,"Cost of Goods Sold","Carbon Neutral Pty Ltd",BOB-ESG-0809,PO-ESG-6042,114889.67,renewable_kwh,826.94,886.49,107.2,494.16,81.9,87,38964.08,-0.40,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0810,TXN007018,AUS01,FIN,"Finance & Accounting","Carbon offsets",5300,"Professional Services","Energy Australia",BOB-ESG-0810,PO-ESG-5045,24859.96,supplier_score,868.15,621.68,71.6,72.29,71.6,59,73156.81,-0.34,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0811,TXN007019,NZL01,NT,"Northern Territory Operations","Carbon offsets",5300,"Professional Services","Bureau Veritas",BOB-ESG-0811,PO-ESG-6153,59601.84,renewable_kwh,851.26,676.78,79.5,324.15,68.8,76,-49269.36,-0.67,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0812,TXN007020,NZL01,MKT,"Marketing & Sales","Sustainable packaging",6010,"Direct Materials","Bureau Veritas",BOB-ESG-0812,PO-ESG-8583,41372.63,audit_evidence_count,935.42,746.19,79.8,378.35,50.4,82,-29249.67,-0.21,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0813,TXN007021,AUS01,NSW,"New South Wales Operations","Sustainable packaging",6010,"Direct Materials","Origin Energy",BOB-ESG-0813,PO-ESG-2243,92865.98,renewable_kwh,471.67,384.97,81.6,145.04,22.5,50,39067.50,-0.57,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0814,TXN007022,AUS01,IT,"Information Technology","Sustainable packaging",6010,"Direct Materials","Bureau Veritas",BOB-ESG-0814,PO-ESG-6226,65741.20,audit_evidence_count,399.16,339.87,85.1,470.01,89.5,51,10523.97,-0.68,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0815,TXN007023,NZL01,IT,"Information Technology","Carbon offsets",5300,"Professional Services","Climate Active Advisor",BOB-ESG-0815,PO-ESG-5825,97870.53,audit_evidence_count,639.52,653.63,102.2,163.30,53.7,67,83254.55,-0.65,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0816,TXN007024,AUS01,CORP,"Corporate Head Office","Sustainable packaging",6010,"Direct Materials","Sustainable Packaging Co",BOB-ESG-0816,PO-ESG-2779,102091.09,audit_evidence_count,688.26,611.28,88.8,420.45,66.0,74,69413.43,-0.47,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0817,TXN007025,AUS01,TAS,"Tasmania Operations","Energy usage",5110,Utilities,"Origin Energy",BOB-ESG-0817,PO-ESG-2750,22788.50,supplier_score,425.52,420.14,98.7,538.27,90.9,56,18902.26,-0.68,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0818,TXN007026,NZL01,NSW,"New South Wales Operations","Waste reduction",5600,Telecommunications,EcoVadis,BOB-ESG-0818,PO-ESG-7589,64146.41,"tCO2e avoided",571.94,706.27,123.5,430.43,80.0,74,31212.94,-0.77,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0819,TXN007027,AUS01,SA,"South Australia Operations","Compliance assurance",5320,"Audit Fees","Energy Australia",BOB-ESG-0819,PO-ESG-4446,62231.59,"tCO2e avoided",679.78,827.89,121.8,327.10,66.5,56,28088.74,-0.34,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0820,TXN007028,AUS01,MKT,"Marketing & Sales","Waste reduction",5600,Telecommunications,"Energy Australia",BOB-ESG-0820,PO-ESG-5518,53923.36,"tCO2e avoided",943.21,874.30,92.7,74.33,10.4,63,-11594.17,-0.20,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0821,TXN007029,AUS01,IT,"Information Technology","Fleet emissions",5400,Travel,"Origin Energy",BOB-ESG-0821,PO-ESG-9076,76106.18,"tCO2e avoided",466.24,515.41,110.5,243.03,56.7,66,10403.57,0.22,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0822,TXN007030,AUS01,TAS,"Tasmania Operations","Energy usage",5110,Utilities,"Sustainable Packaging Co",BOB-ESG-0822,PO-ESG-5880,73943.68,audit_evidence_count,121.31,101.49,83.7,571.25,78.3,87,-30893.77,0.08,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0823,TXN007031,AUS01,ACT,"Australian Capital Territory","Supplier ESG premium",6010,"Direct Materials","Green Freight",BOB-ESG-0823,PO-ESG-5826,31985.32,supplier_score,683.72,778.42,113.9,86.75,41.3,94,-46187.70,-0.36,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0824,TXN007032,AUS01,MKT,"Marketing & Sales","Energy usage",5110,Utilities,"Sustainable Packaging Co",BOB-ESG-0824,PO-ESG-4075,99778.86,supplier_score,206.57,247.73,119.9,337.34,17.5,56,1705.76,-0.21,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0825,TXN007033,PNG01,QLD,"Queensland Operations","Carbon offsets",5300,"Professional Services","Energy Australia",BOB-ESG-0825,PO-ESG-9599,8835.89,supplier_score,782.15,974.12,124.5,90.76,79.0,70,70493.74,-0.43,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0826,TXN007034,AUS01,NT,"Northern Territory Operations","Compliance assurance",5320,"Audit Fees","Origin Energy",BOB-ESG-0826,PO-ESG-5886,38100.28,"tCO2e avoided",898.82,1110.97,123.6,250.57,80.6,50,22854.25,-0.37,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0827,TXN007035,AUS01,CORP,"Corporate Head Office","Supplier ESG premium",6010,"Direct Materials","Bureau Veritas",BOB-ESG-0827,PO-ESG-7112,22703.55,"tCO2e avoided",411.37,312.89,76.1,350.73,29.5,98,-12162.93,0.29,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0828,TXN007036,AUS01,TAS,"Tasmania Operations","Compliance assurance",5320,"Audit Fees","Energy Australia",BOB-ESG-0828,PO-ESG-6645,99424.91,"tCO2e avoided",621.78,619.66,99.7,368.34,54.7,69,22655.82,0.07,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0829,TXN007037,AUS01,CORP,"Corporate Head Office","Carbon offsets",5300,"Professional Services","Climate Active Advisor",BOB-ESG-0829,PO-ESG-2518,32444.99,supplier_score,320.47,370.69,115.7,549.28,55.9,47,-25395.99,0.24,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0830,TXN007038,AUS01,TAS,"Tasmania Operations","Sustainable packaging",6010,"Direct Materials","Energy Australia",BOB-ESG-0830,PO-ESG-5604,2430.76,waste_kg_reduced,797.24,775.51,97.3,574.48,53.8,84,7027.74,-0.16,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0831,TXN007039,FJI01,QLD,"Queensland Operations","Carbon offsets",5300,"Professional Services","Carbon Neutral Pty Ltd",BOB-ESG-0831,PO-ESG-9431,80518.22,renewable_kwh,110.29,86.50,78.4,550.38,58.2,96,48585.89,-0.64,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0832,TXN007040,AUS01,HR,"Human Resources","Compliance assurance",5320,"Audit Fees","Bureau Veritas",BOB-ESG-0832,PO-ESG-6356,96869.46,supplier_score,790.25,845.56,107.0,165.95,35.4,95,-27505.90,-0.26,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0833,TXN007041,AUS01,TAS,"Tasmania Operations","Waste reduction",5600,Telecommunications,"Bureau Veritas",BOB-ESG-0833,PO-ESG-3989,50923.91,waste_kg_reduced,223.06,189.86,85.1,572.46,60.9,54,2544.51,0.10,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0834,TXN007042,AUS01,R&D,"Research & Development","Energy usage",5110,Utilities,"Energy Australia",BOB-ESG-0834,PO-ESG-6779,99956.38,audit_evidence_count,589.32,418.97,71.1,505.06,1.4,62,16979.48,0.18,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0835,TXN007043,NZL01,SA,"South Australia Operations","Energy usage",5110,Utilities,"Carbon Neutral Pty Ltd",BOB-ESG-0835,PO-ESG-5233,47757.71,"tCO2e avoided",646.65,763.75,118.1,65.60,93.9,53,36209.50,-0.74,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0836,TXN007044,AUS01,TAS,"Tasmania Operations","Waste reduction",5600,Telecommunications,"Sustainable Packaging Co",BOB-ESG-0836,PO-ESG-5219,7732.24,"tCO2e avoided",518.97,346.72,66.8,117.12,42.4,73,63721.59,-0.65,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0837,TXN007045,AUS01,VIC,"Victoria Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Bureau Veritas",BOB-ESG-0837,PO-ESG-4098,31762.82,renewable_kwh,701.13,758.67,108.2,179.92,18.6,58,61049.58,-0.44,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0838,TXN007046,AUS01,FIN,"Finance & Accounting","Carbon offsets",5300,"Professional Services","Bureau Veritas",BOB-ESG-0838,PO-ESG-7157,5366.59,"tCO2e avoided",121.02,104.55,86.4,253.52,20.4,49,-8341.76,0.37,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0839,TXN007047,AUS01,WA,"Western Australia Operations","Supplier ESG premium",6010,"Direct Materials","Energy Australia",BOB-ESG-0839,PO-ESG-9734,90799.05,audit_evidence_count,963.78,627.54,65.1,402.39,68.8,79,79234.64,-0.01,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0840,TXN007048,AUS01,CORP,"Corporate Head Office","Waste reduction",5600,Telecommunications,"Carbon Neutral Pty Ltd",BOB-ESG-0840,PO-ESG-8508,85204.46,supplier_score,789.23,530.57,67.2,441.48,12.6,46,75218.00,0.09,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0841,TXN007049,NZL01,VIC,"Victoria Operations","Sustainable packaging",6010,"Direct Materials","Origin Energy",BOB-ESG-0841,PO-ESG-7957,106436.62,renewable_kwh,891.32,634.47,71.2,588.69,37.8,53,-36591.40,-0.27,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0842,TXN007050,AUS01,NT,"Northern Territory Operations","Compliance assurance",5320,"Audit Fees",EcoVadis,BOB-ESG-0842,PO-ESG-5725,27999.32,supplier_score,644.73,718.80,111.5,432.98,21.4,65,32639.07,-0.28,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0843,TXN007051,FJI01,HR,"Human Resources","Energy usage",5110,Utilities,"Carbon Neutral Pty Ltd",BOB-ESG-0843,PO-ESG-4796,49819.24,renewable_kwh,59.09,42.03,71.1,478.23,76.9,98,29807.12,0.22,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0844,TXN007052,AUS01,ACT,"Australian Capital Territory","Supplier ESG premium",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0844,PO-ESG-8512,51906.68,waste_kg_reduced,204.14,249.75,122.3,135.16,92.0,57,-5369.57,-0.07,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0845,TXN007053,AUS01,ACT,"Australian Capital Territory","Renewable sourcing premium",6000,"Cost of Goods Sold","Climate Active Advisor",BOB-ESG-0845,PO-ESG-3518,16425.78,renewable_kwh,315.11,351.61,111.6,164.41,81.9,84,2157.27,-0.33,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0846,TXN007054,AUS01,TAS,"Tasmania Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Sustainable Packaging Co",BOB-ESG-0846,PO-ESG-6279,27912.68,waste_kg_reduced,551.30,554.18,100.5,173.06,7.4,86,-5840.41,-0.09,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0847,TXN007055,AUS01,HR,"Human Resources","Compliance assurance",5320,"Audit Fees","Origin Energy",BOB-ESG-0847,PO-ESG-7359,82123.46,audit_evidence_count,97.64,106.47,109.0,548.69,34.4,69,731.41,-0.70,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0848,TXN007056,AUS01,ACT,"Australian Capital Territory","Energy usage",5110,Utilities,"Sustainable Packaging Co",BOB-ESG-0848,PO-ESG-3300,2719.01,"tCO2e avoided",495.36,516.53,104.3,9.75,43.0,90,-28463.08,-0.77,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0849,TXN007057,NZL01,VIC,"Victoria Operations","Supplier ESG premium",6010,"Direct Materials",EcoVadis,BOB-ESG-0849,PO-ESG-2239,71191.48,renewable_kwh,164.67,180.56,109.6,168.47,75.6,68,47302.31,-0.54,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0850,TXN007058,NZL01,VIC,"Victoria Operations","Waste reduction",5600,Telecommunications,"Sustainable Packaging Co",BOB-ESG-0850,PO-ESG-9769,7430.74,waste_kg_reduced,424.55,477.03,112.4,103.90,38.6,76,76610.26,0.20,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0851,TXN007059,AUS01,TAS,"Tasmania Operations","Compliance assurance",5320,"Audit Fees","Sustainable Packaging Co",BOB-ESG-0851,PO-ESG-3699,88818.69,renewable_kwh,412.17,357.04,86.6,310.57,24.8,67,50910.68,-0.27,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0852,TXN007060,AUS01,MKT,"Marketing & Sales","Energy usage",5110,Utilities,"Bureau Veritas",BOB-ESG-0852,PO-ESG-9123,27848.16,"tCO2e avoided",186.83,163.31,87.4,15.82,34.8,79,70679.20,0.04,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0853,TXN007061,AUS01,TAS,"Tasmania Operations","Energy usage",5110,Utilities,"Sustainable Packaging Co",BOB-ESG-0853,PO-ESG-6494,49298.82,"tCO2e avoided",401.32,368.26,91.8,8.61,98.5,63,4254.03,0.30,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0854,TXN007062,AUS01,QLD,"Queensland Operations","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0854,PO-ESG-4618,34372.99,"tCO2e avoided",924.04,1081.24,117.0,48.56,10.9,58,50631.87,-0.65,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0855,TXN007063,AUS01,NT,"Northern Territory Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Carbon Neutral Pty Ltd",BOB-ESG-0855,PO-ESG-9242,45132.58,waste_kg_reduced,601.79,675.95,112.3,89.27,54.1,61,35344.37,-0.01,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
